6.243356569444625, 1.4875560285499471e+31
6.74389007842356, 1.321377535793722e+31
7.132939677204943, 1.1571533757107232e+31
7.49172558197818, 9.972584811975672e+30
7.923917209948808, 9.059626022904471e+30
8.38104162559885, 7.911507305616622e+30
8.926903179999417, 7.116847631867972e+30
9.44188905019481, 6.240558531837827e+30
10.056844143327252, 5.544870465216195e+30
10.863107157832864, 5.203757411214383e+30
11.73400874476689, 4.66062638623053e+30
12.76390343859096, 4.2032740450182423e+30
13.884192055194404, 3.879157126773114e+30
15.102808474928732, 3.6634754462904006e+30
16.313609369817446, 3.201102285944567e+30
17.62148087309644, 2.873607335320121e+30
19.034205191611658, 2.5225218673251957e+30
20.132273191950432, 2.2427170358101548e+30
21.144923821171282, 2.039013426314758e+30
22.208510640611877, 1.7796735017634528e+30
23.325595733777877, 1.5625489022905434e+30
24.157753032024118, 1.392752182595755e+30
25.01959813661529, 1.2454994538107245e+30
25.73115991985155, 1.1064709400891442e+30
26.462958645687678, 9.976290148584302e+29
27.407043608041214, 8.732674016903069e+29
28.785614209093, 7.625738647386174e+29
30.804074599579977, 7.136305774642096e+29
32.887125289244636, 8.535456783033441e+29
35.52370515428345, 8.961838867904204e+29
38.64162301502168, 8.618170812537685e+29
42.03320072469994, 8.165832655429626e+29
45.722457425664714, 7.788337836818748e+29
49.91016963326869, 7.53306054060961e+29
54.10081021257922, 7.406809237820229e+29
58.84924176580844, 7.252891465184048e+29
64.01444345847004, 7.149079487167533e+29
69.63299523220907, 7.035165863709595e+29
75.74468765247525, 6.945891903627515e+29
82.3928037051786, 6.846474067159701e+29
89.62442532665519, 6.73738216654496e+29
97.49076683778787, 6.608241921910269e+29
105.30665802958406, 6.534916615634909e+29
118.63606288807725, 6.2853503428548735e+29
129.04875767314817, 6.164874516958994e+29
140.37537534176352, 6.036764864912502e+29
152.6961309635386, 5.882204012352182e+29
166.09828008985048, 5.7033721390855946e+29
180.6767366973702, 5.5118053546749735e+29
196.53474536853784, 5.326672979942432e+29
213.78461246936067, 5.1562376970538574e+29
232.54850150273325, 4.958506605424842e+29
252.95929826996922, 4.760517111109131e+29
275.1615519676144, 4.555414510328187e+29
299.3124988843897, 4.344824182698795e+29
325.58317594807716, 4.13035184880426e+29
354.1596320084885, 3.9071285022730074e+29
385.24424543481615, 3.7081543667702586e+29
419.0571573585883, 3.490472774495585e+29
455.83783071244835, 3.2586449537587924e+29
495.84674610586853, 3.0422145138181945e+29
694.2180118876014, 2.236177899838174e+29
755.1495709440063, 2.0434669774644045e+29
821.4290968141062, 1.8673636334075487e+29
893.5259808852765, 1.7036306213229097e+29
971.9508130568137, 1.5415169984656421e+29
1057.2589977359523, 1.3971271449704104e+29
1150.0546872100736, 1.2621009080430655e+29
1250.9950602512465, 1.1363778594786315e+29
1360.794976254162, 1.0265519022310536e+29
1480.2320378680492, 9.1822828856753e+28
1610.1520979761158, 8.213351785654602e+28
1751.475250022928, 7.358764637915274e+28
1905.2023441131955, 6.571430768215761e+28
2072.4220750289783, 5.839434142917141e+28
2238.5693520203877, 5.250653615837112e+28
2418.036752351672, 4.710373534134981e+28
2630.267991895379, 4.1513802600944405e+28
2841.138098847398, 3.7426454847126724e+28
3068.9137842967266, 3.326734721980104e+28
3245.956954127632, 3.0799248634694116e+28
3605.903783788014, 2.605264802460464e+28
5.7543993733715695, 1.6577938204262472e+31
537.0317963702522, 2.814729207822237e+29
579.8735951008304, 2.667589110146226e+29
630.9573444801923, 2.4212384313916196e+29
3414.5488738335935, 2.8392794407247133e+28
