Time,Mass,Radius,Lx
23.0,7.561720420378056,10.27,1.1600000000000076e+30
23.1,7.554377815247841,10.257780503923655,1.154660410481529e+30
23.200000000000003,7.5470875869649365,10.245617598850478,1.149368305985163e+30
23.300000000000004,7.539849182285682,10.233510870366525,1.144123062267769e+30
23.400000000000006,7.532662055670964,10.221459908330353,1.1389240659248484e+30
23.500000000000007,7.5255256691521275,10.209464306812368,1.1337707141570427e+30
23.60000000000001,7.518439492199713,10.197523664035286,1.128662414542625e+30
23.70000000000001,7.511403001594953,10.185637582315774,1.1235985848158149e+30
23.80000000000001,7.50441568130396,10.173805668007178,1.1185786526507383e+30
23.900000000000013,7.497477022354527,10.16202753144336,1.1136020554508694e+30
24.000000000000014,7.490586522715499,10.150302786883575,1.1086682401437893e+30
24.100000000000016,7.483743687178623,10.138631052458399,1.10377666298111e+30
24.200000000000017,7.476948027242845,10.127011950116652,1.0989267893434096e+30
24.30000000000002,7.4701990610009705,10.1154451055733,1.0941180935500337e+30
24.40000000000002,7.463496313028649,10.103930148258348,1.0893500586736234e+30
24.50000000000002,7.456839314275614,10.09246671126662,1.0846221763592339e+30
24.600000000000023,7.450227601959127,10.081054431308512,1.079933946647908e+30
24.700000000000024,7.443660719459581,10.069692948661572,1.0752848778045835e+30
24.800000000000026,7.437138216218199,10.058381907123028,1.070674486150206e+30
24.900000000000027,7.430659647636787,10.047120953963098,1.0661022958979276e+30
25.00000000000003,7.424224574979489,10.035909739879171,1.0615678389932818e+30
25.10000000000003,7.417832565276494,10.024747918950798,1.0570706549582161e+30
25.20000000000003,7.411483191229659,10.013635148595455,1.052610290738877e+30
25.300000000000033,7.405176031119993,10.002571089525107,1.0481863005570442e+30
25.400000000000034,7.398910668716956,9.991555405703517,1.0437982457651092e+30
25.500000000000036,7.392686693189553,9.980587764304296,1.0394456947045022e+30
25.600000000000037,7.386503699019144,9.969667835669684,1.0351282225674734e+30
25.70000000000004,7.3803612859139704,9.958795293270025,1.0308454112621315e+30
25.80000000000004,7.374259058725329,9.947969813663946,1.0265968492806586e+30
25.90000000000004,7.368196627365369,9.937191076459204,1.0223821315706043e+30
26.000000000000043,7.362173606726475,9.926458764274223,1.0182008594091853e+30
26.100000000000044,7.356189616602193,9.915772562700216,1.0140526402805035e+30
26.200000000000045,7.3502442816096725,9.905132160264012,1.009937087755604e+30
26.300000000000047,7.3443372311135855,9.894537248391448,1.0058538213753003e+30
26.40000000000005,7.3384680991514895,9.883987521371392,1.0018024665356893e+30
26.50000000000005,7.3326365243606055,9.87348267632037,9.977826543762842e+29
26.60000000000005,7.326842149905976,9.863022413147727,9.937940216707e+29
26.700000000000053,7.3210846234099725,9.852606434521409,9.898362107198186e+29
26.800000000000054,7.315363596883126,9.842234445834274,9.859088692473721e+29
26.900000000000055,7.309678726656245,9.831906155170934,9.82011650297879e+29
27.000000000000057,7.304029673313804,9.821621273275175,9.78144212136872e+29
27.10000000000006,7.298416101628555,9.811379513517837,9.743062181533589e+29
27.20000000000006,7.292837680497361,9.801180591865256,9.704973367644561e+29
27.30000000000006,7.287294082878205,9.79102422684819,9.667172413221412e+29
27.400000000000063,7.2817849857283505,9.780910139531214,9.629656100220684e+29
27.500000000000064,7.276310069943645,9.770838053482624,9.592421258143938e+29
27.600000000000065,7.27086902029892,9.760807694744802,9.555464763165605e+29
27.700000000000067,7.265461525389481,9.750818791805028,9.518783537279917e+29
27.800000000000068,7.260087277573656,9.740871075566764,9.482374547466451e+29
27.90000000000007,7.2547459729163775,9.73096427932137,9.44623480487379e+29
28.00000000000007,7.2494373111337875,9.72109813872024,9.410361364020887e+29
28.100000000000072,7.24416099553883,9.711272391747393,9.374751322015626e+29
28.200000000000074,7.238916732987821,9.701486778692457,9.339401817790219e+29
28.300000000000075,7.233704233827969,9.691741042124068,9.304310031352953e+29
28.400000000000077,7.228523211845827,9.682034926863663,9.269473183055922e+29
28.500000000000078,7.2233733842166625,9.672368179959687,9.234888532878352e+29
28.60000000000008,7.218254471454716,9.66274055066215,9.200553379725088e+29
28.70000000000008,7.213166197364338,9.6531517903976,9.166465060739927e+29
28.800000000000082,7.208108288991985,9.643601652744438,9.132620950633389e+29
28.900000000000084,7.203080476579052,9.634089893408603,9.099018461024603e+29
29.000000000000085,7.198082493515529,9.624616270199619,9.065655039796938e+29
29.100000000000087,7.193114076294468,9.615180543006993,9.032528170467074e+29
29.200000000000088,7.188174964467228,9.605782473776939,8.999635371567162e+29
29.30000000000009,7.183264900599506,9.596421826489468,8.966974196039777e+29
29.40000000000009,7.178383630228119,9.587098367135773,8.934542230645329e+29
29.500000000000092,7.173530901818527,9.577811863695969,8.902337095381689e+29
29.600000000000094,7.168706466723089,9.568562086117138,8.870356442915659e+29
29.700000000000095,7.163910079140026,9.55934880629168,8.838597958026086e+29
29.800000000000097,7.159141496073087,9.550171798035986,8.807059357058277e+29
29.900000000000098,7.154400477291896,9.541030837069398,8.775738387389497e+29
30.0000000000001,7.149686785292973,9.531925700993465,8.744632826905256e+29
30.1000000000001,7.145000185261411,9.522856169271515,8.713740483486154e+29
30.200000000000102,7.140340445033197,9.513822023208474,8.683059194505016e+29
30.300000000000104,7.135707335058167,9.504823045930985,8.652586826334108e+29
30.400000000000105,7.131100628363579,9.495859022367807,8.622321273862156e+29
30.500000000000107,7.126520100518293,9.486929739230476,8.592260460020991e+29
30.600000000000108,7.12196552959755,9.47803498499422,8.562402335321553e+29
30.70000000000011,7.117436696148328,9.469174549879172,8.532744877399069e+29
